h,r,t,score,edge_betweenness_dir,edge_degree_centrality_dir,node_degree_avg_dir,h_in_degree,h_out_degree,t_in_degree,t_out_degree,edge_betweenness_undir,edge_degree_centrality_undir,node_degree_avg_undir
experimental_model_of_disease,process_of,pathologic_function,0.715291440486908,2.958745877240123,262,132.0,76,50,77,61,0.0,196,99.0
age_group,uses,manufactured_object,0.6177579164505005,14.592349398371729,60,31.0,15,24,12,11,0.0,58,30.0
laboratory_procedure,affects,physiologic_function,0.7951300740242004,4.726043794978782,179,90.5,19,53,61,48,0.0,145,73.5
sign_or_symptom,manifestation_of,cell_or_molecular_dysfunction,0.933067798614502,9.471622512073226,166,84.0,4,25,79,60,0.0,124,63.0
body_space_or_junction,conceptual_part_of,fully_formed_anatomical_structure,0.1428135335445404,5.018135359566937,91,46.5,5,29,18,41,0.0,83,42.5
neuroreactive_substance_or_biogenic_amine,complicates,acquired_abnormality,0.8247446417808533,6.3976096583917546,191,96.5,35,40,68,50,0.0,156,79.0
antibiotic,complicates,congenital_abnormality,0.5604977011680603,6.6141976907429125,169,85.5,15,39,67,50,0.0,149,75.5
acquired_abnormality,isa,physical_object,0.3872136175632477,7.2944378672046275,173,87.5,68,50,56,1,0.0,155,78.5
sign_or_symptom,co-occurs_with,finding,0.28796154260635376,122.0,52,27.0,4,25,2,23,0.0,52,27.0
pathologic_function,process_of,genetic_function,0.8640763759613037,3.605065993887618,249,125.5,77,61,64,49,0.0,185,93.5
pharmacologic_substance,affects,genetic_function,0.8418633341789246,2.2920515271659436,169,85.5,14,44,64,49,0.0,141,71.5
molecular_function,result_of,phenomenon_or_process,0.5651566982269287,4.148808881075567,148,75.0,60,47,21,22,0.0,105,53.5
antibiotic,interacts_with,enzyme,0.4073643982410431,1.5168668004345753,130,66.0,15,39,41,37,0.0,111,56.5
anatomical_abnormality,affects,animal,0.633216142654419,6.506053213875556,168,85.0,69,51,35,15,0.0,140,71.0
medical_device,causes,injury_or_poisoning,0.732387125492096,19.358322547383764,126,64.0,8,16,65,39,0.0,102,52.0
tissue,surrounds,cell_component,0.3578840494155884,4.278883562488977,131,66.5,16,53,12,52,0.0,112,57.0
nucleotide_sequence,isa,spatial_concept,0.27050378918647766,1.0,20,11.0,1,8,8,5,0.0,20,11.0
pathologic_function,produces,receptor,0.7173680663108826,11.862028109216828,209,105.5,77,61,38,35,0.0,159,80.5
professional_or_occupational_group,uses,classification,0.5965573787689209,14.5771282187266,53,27.5,11,33,9,2,0.0,47,24.5
mental_or_behavioral_dysfunction,process_of,organism_function,0.7257158756256104,6.614260356968191,249,125.5,85,53,65,48,0.0,183,92.5
molecular_function,produces,immunologic_factor,0.8029159903526306,6.9694375060553355,189,95.5,60,47,45,39,0.0,141,71.5
food,causes,disease_or_syndrome,0.8050265312194824,10.735343732928946,161,81.5,1,23,79,60,0.0,121,61.5
anatomical_abnormality,affects,archaeon,0.7236400842666626,6.2809308566442414,157,79.5,69,51,34,5,0.0,134,68.0
experimental_model_of_disease,isa,biologic_function,0.5042210817337036,3.7694391371849965,228,115.0,76,50,59,45,0.0,175,88.5
immunologic_factor,isa,substance,0.679100751876831,14.444216909770494,117,59.5,45,39,24,11,0.0,95,48.5
steroid,interacts_with,vitamin,0.7469000220298767,2.793695937029023,127,64.5,16,37,39,37,0.0,111,56.5
disease_or_syndrome,affects,genetic_function,0.5951128005981445,4.150377479838759,250,126.0,79,60,64,49,0.0,183,92.5
pathologic_function,result_of,physiologic_function,0.7440804243087769,3.4700553979807465,245,123.5,77,61,61,48,0.0,183,92.5
biologically_active_substance,disrupts,cell_function,0.6843034029006958,3.3199559009096533,186,94.0,37,38,64,49,0.0,142,72.0
laboratory_or_test_result,measurement_of,chemical_viewed_functionally,0.5728211402893066,1.3079519311098258,97,49.5,0,47,21,31,0.0,90,46.0
embryonic_structure,issue_in,biomedical_occupation_or_discipline,0.8645827174186707,1.0263157894736843,152,77.0,9,33,110,2,0.0,149,75.5
nucleic_acid_nucleoside_or_nucleotide,causes,mental_or_behavioral_dysfunction,0.890376091003418,6.735309896239276,188,95.0,10,42,85,53,0.0,146,74.0
pathologic_function,produces,biologically_active_substance,0.7337100505828857,12.582765437692078,211,106.5,77,61,37,38,0.0,158,80.0
organophosphorus_compound,causes,cell_or_molecular_dysfunction,0.7847731113433838,7.142732354441117,189,95.5,14,38,79,60,0.0,146,74.0
molecular_function,affects,physiologic_function,0.6657249331474304,1.5375884702320681,214,108.0,60,47,61,48,0.0,163,82.5
mental_or_behavioral_dysfunction,complicates,congenital_abnormality,0.8280420899391174,5.200199211567185,253,127.5,85,53,67,50,0.0,193,97.5
molecular_sequence,issue_in,occupation_or_discipline,0.8692472577095032,1.2,126,64.0,2,5,118,3,0.0,123,62.5
plant,interacts_with,rickettsia_or_chlamydia,0.4851427972316742,5.502169549945548,100,51.0,24,20,32,26,0.0,94,48.0
hazardous_or_poisonous_substance,affects,natural_phenomenon_or_process,0.541111409664154,1.5366285666704633,116,59.0,26,28,43,21,0.0,98,50.0
molecular_sequence,result_of,mental_process,0.3976290822029114,189.90078773606243,126,64.0,2,5,71,50,0.0,97,49.5
food,causes,pathologic_function,0.8501859307289124,8.900189940328147,160,81.0,1,23,77,61,0.0,123,62.5
receptor,complicates,cell_or_molecular_dysfunction,0.7808716297149658,8.209350486283252,210,106.0,38,35,79,60,0.0,155,78.5
congenital_abnormality,result_of,cell_function,0.7600048184394836,4.111974519425469,228,115.0,67,50,64,49,0.0,181,91.5
biomedical_or_dental_material,affects,organ_or_tissue_function,0.810187041759491,3.388921861075629,154,78.0,13,31,65,47,0.0,127,64.5
cell_function,affects,reptile,0.7141444683074951,4.848856637811516,155,78.5,64,49,33,11,0.0,126,64.0
cell_component,location_of,neoplastic_process,0.8038479089736938,5.691321434600123,202,102.0,12,52,80,60,0.0,156,79.0
organism_function,affects,mental_process,0.6964768171310425,1.850622562388261,232,117.0,65,48,71,50,0.0,178,90.0
neuroreactive_substance_or_biogenic_amine,complicates,anatomical_abnormality,0.828483521938324,7.480129638845102,193,97.5,35,40,69,51,0.0,153,77.5
amphibian,interacts_with,human,0.7089700102806091,3.296241321695042,92,47.0,34,13,38,9,0.0,88,45.0
family_group,produces,classification,0.7205613851547241,25.660158413400836,53,27.5,17,27,9,2,0.0,49,25.5
immunologic_factor,causes,neoplastic_process,0.7722985744476318,7.836800560247542,222,112.0,45,39,80,60,0.0,163,82.5
congenital_abnormality,co-occurs_with,anatomical_abnormality,0.5299655199050903,1.7397013714520653,235,118.5,67,50,69,51,0.0,193,97.5
educational_activity,isa,occupational_activity,0.2607848644256592,2.242857142857143,50,26.0,11,13,17,11,0.0,50,26.0
drug_delivery_device,issue_in,biomedical_occupation_or_discipline,0.8526290655136108,1.229978354978355,133,67.5,7,16,110,2,0.0,131,66.5
tissue,produces,eicosanoid,0.5712970495223999,9.88334439221104,119,60.5,16,53,16,36,0.0,108,55.0
immunologic_factor,indicates,disease_or_syndrome,0.6686061024665833,7.875285815778584,221,111.5,45,39,79,60,0.0,159,80.5
laboratory_or_test_result,measurement_of,neuroreactive_substance_or_biogenic_amine,0.7339373826980591,2.619733540305229,120,61.0,0,47,35,40,0.0,103,52.5
population_group,issue_in,biomedical_occupation_or_discipline,0.8657302856445312,1.0430402930402929,162,82.0,15,37,110,2,0.0,147,74.5
bird,interacts_with,reptile,0.42459896206855774,2.107438374829679,88,45.0,33,13,33,11,0.0,85,43.5
disease_or_syndrome,affects,fungus,0.7176810503005981,7.187535124585671,191,96.5,79,60,27,27,0.0,147,74.5
nucleotide_sequence,property_of,gene_or_genome,0.09054028987884521,59.7785361584633,68,35.0,1,8,11,50,0.0,62,32.0
body_part_organ_or_organ_component,produces,steroid,0.672442615032196,8.224621654920044,119,60.5,15,53,16,37,0.0,109,55.5
research_activity,measures,pathologic_function,0.7040008306503296,8.16898271303206,192,97.0,11,45,77,61,0.0,155,78.5
neoplastic_process,associated_with,experimental_model_of_disease,0.3419230282306671,1.4034062342885871,264,133.0,80,60,76,50,0.0,198,100.0
nucleic_acid_nucleoside_or_nucleotide,affects,organ_or_tissue_function,0.8783506751060486,3.2598951934690468,162,82.0,10,42,65,47,0.0,134,68.0
organ_or_tissue_function,process_of,vertebrate,0.7720604538917542,4.939552706319212,160,81.0,65,47,37,13,0.0,128,65.0
natural_phenomenon_or_process,process_of,genetic_function,0.8135308623313904,4.793994859911853,175,88.5,43,21,64,49,0.0,130,66.0
tissue,location_of,disease_or_syndrome,0.8113503456115723,4.282937936290526,206,104.0,16,53,79,60,0.0,156,79.0
biomedical_or_dental_material,affects,mental_or_behavioral_dysfunction,0.7939668893814087,8.196462942538638,180,91.0,13,31,85,53,0.0,139,70.5
pathologic_function,occurs_in,professional_or_occupational_group,0.6600646376609802,86.91512068553764,180,91.0,77,61,11,33,0.0,137,69.5
organism_function,affects,plant,0.5581792593002319,4.774846183350383,155,78.5,65,48,24,20,0.0,130,66.0
congenital_abnormality,manifestation_of,mental_process,0.8644810914993286,4.034898661555061,236,119.0,67,50,71,50,0.0,188,95.0
food,affects,physiologic_function,0.8176210522651672,3.726593481869448,131,66.5,1,23,61,48,0.0,106,54.0
laboratory_procedure,measures,clinical_attribute,0.3948352336883545,4.693535404829038,131,66.5,19,53,25,36,0.0,110,56.0
diagnostic_procedure,measures,natural_phenomenon_or_process,0.4425787627696991,8.088450511536081,146,74.0,26,58,43,21,0.0,122,62.0
cell_function,process_of,genetic_function,0.5715267658233643,1.8279676371070304,224,113.0,64,49,64,49,0.0,169,85.5
cell,isa,anatomical_structure,0.560285210609436,2.627464748729123,93,47.5,14,53,10,18,0.0,87,44.5
neuroreactive_substance_or_biogenic_amine,isa,chemical,0.5260427594184875,9.706516106543907,118,60.0,35,40,27,18,0.0,101,51.5
vitamin,disrupts,body_part_organ_or_organ_component,0.5208948254585266,28.621719816143717,142,72.0,39,37,15,53,0.0,120,61.0
neuroreactive_substance_or_biogenic_amine,disrupts,embryonic_structure,0.4361407458782196,13.30272119581559,115,58.5,35,40,9,33,0.0,97,49.5
congenital_abnormality,result_of,organism_function,0.6278197765350342,3.963028808183751,228,115.0,67,50,65,48,0.0,184,93.0
indicator_reagent_or_diagnostic_aid,affects,neoplastic_process,0.7397165894508362,10.338833087534521,186,94.0,25,23,80,60,0.0,148,75.0
laboratory_or_test_result,co-occurs_with,finding,0.4219057261943817,1.0416666666666667,70,36.0,0,47,2,23,0.0,70,36.0
antibiotic,interacts_with,hormone,0.48099762201309204,1.3898671555989885,121,61.5,15,39,35,34,0.0,108,55.0
diagnostic_procedure,measures,mental_or_behavioral_dysfunction,0.7736286520957947,10.199884094777591,220,111.0,26,58,85,53,0.0,173,87.5
carbohydrate,affects,experimental_model_of_disease,0.7352529168128967,5.597897554074467,176,89.0,14,38,76,50,0.0,146,74.0
disease_or_syndrome,complicates,injury_or_poisoning,0.6100452542304993,5.57425151013207,241,121.5,79,60,65,39,0.0,177,89.5
chemical,affects,cell_or_molecular_dysfunction,0.4204687774181366,13.484294949765136,182,92.0,27,18,79,60,0.0,140,71.0
occupational_activity,method_of,occupation_or_discipline,0.8559623956680298,2.316666666666667,147,74.5,17,11,118,3,0.0,144,73.0
nucleic_acid_nucleoside_or_nucleotide,causes,acquired_abnormality,0.8538889288902283,6.241521864180161,168,85.0,10,42,68,50,0.0,149,75.5
manufactured_object,isa,entity,0.7233328223228455,1.6205357142857142,101,51.5,12,11,78,2,0.0,99,50.5
congenital_abnormality,result_of,neoplastic_process,0.6457560658454895,2.8972396984093725,255,128.5,67,50,80,60,0.0,199,100.5
tissue,isa,entity,0.7854377031326294,1.2147094530652685,147,74.5,16,53,78,2,0.0,135,68.5
receptor,affects,genetic_function,0.7871220707893372,3.284554526490825,184,93.0,38,35,64,49,0.0,144,73.0
fish,isa,entity,0.49805447459220886,1.7815192825029842,124,63.0,35,11,78,2,0.0,120,61.0
mental_process,produces,enzyme,0.7780525088310242,42.302320485642085,197,99.5,71,50,41,37,0.0,150,76.0
cell_component,part_of,invertebrate,0.6519814729690552,2.0313017477828144,106,54.0,12,52,28,16,0.0,94,48.0
receptor,complicates,molecular_function,0.8309513926506042,3.4584941539365497,178,90.0,38,35,60,47,0.0,139,70.5
chemical_viewed_structurally,causes,congenital_abnormality,0.8927287459373474,7.233095510632463,168,85.0,13,40,67,50,0.0,142,72.0
element_ion_or_isotope,affects,disease_or_syndrome,0.7952587008476257,7.471336761444459,181,91.5,10,34,79,60,0.0,140,71.0
substance,ingredient_of,clinical_drug,0.7428385019302368,3.7252090913433213,75,38.5,24,11,30,12,0.0,75,38.5
chemical_viewed_structurally,causes,pathologic_function,0.9323069453239441,7.3415375212269005,189,95.5,13,40,77,61,0.0,145,73.5
mental_or_behavioral_dysfunction,manifestation_of,organ_or_tissue_function,0.6874139308929443,6.5413236377678645,248,125.0,85,53,65,47,0.0,180,91.0
food,issue_in,biomedical_occupation_or_discipline,0.8787123560905457,1.2083333333333335,134,68.0,1,23,110,2,0.0,132,67.0
alga,interacts_with,fungus,0.31914347410202026,4.1065974194677946,98,50.0,25,21,27,27,0.0,94,48.0
mental_or_behavioral_dysfunction,affects,cell_function,0.7513734698295593,6.560868972131668,249,125.5,85,53,64,49,0.0,180,91.0
organism_function,process_of,molecular_function,0.7371289134025574,1.7582036019536018,218,110.0,65,48,60,47,0.0,167,84.5
sign_or_symptom,evaluation_of,disease_or_syndrome,0.7812140583992004,10.615159699667592,166,84.0,4,25,79,60,0.0,126,64.0
eicosanoid,interacts_with,enzyme,0.7038426995277405,2.5514449464747497,128,65.0,16,36,41,37,0.0,109,55.5
inorganic_chemical,interacts_with,receptor,0.7777819633483887,2.431644597917346,120,61.0,13,36,38,35,0.0,106,54.0
mental_process,result_of,disease_or_syndrome,0.70272296667099,29.472529657569446,258,130.0,71,50,79,60,0.0,189,95.5
vitamin,disrupts,genetic_function,0.7579522728919983,3.1732185420542285,187,94.5,39,37,64,49,0.0,146,74.0
vitamin,interacts_with,receptor,0.5313698053359985,1.9825310906646239,147,74.5,39,37,38,35,0.0,120,61.0
cell,location_of,rickettsia_or_chlamydia,0.5242959856987,1.5443543744311008,123,62.5,14,53,32,26,0.0,111,56.5
laboratory_or_test_result,measurement_of,immunologic_factor,0.8531714081764221,2.3917238837458763,129,65.5,0,47,45,39,0.0,107,54.5
anatomical_abnormality,manifestation_of,pathologic_function,0.5972695350646973,2.9953522107547164,256,129.0,69,51,77,61,0.0,196,99.0
clinical_attribute,measurement_of,organism_function,0.7680932879447937,5.504337935488288,172,87.0,25,36,65,48,0.0,135,68.5
steroid,causes,acquired_abnormality,0.7353619337081909,7.1090751465528035,169,85.5,16,37,68,50,0.0,149,75.5
body_system,result_of,mental_process,0.398860901594162,73.76768357487666,131,66.5,4,8,71,50,0.0,102,52.0
classification,isa,entity,0.530703067779541,1.6964285714285714,89,45.5,9,2,78,2,0.0,87,44.5
congenital_abnormality,affects,rickettsia_or_chlamydia,0.7222533226013184,6.188841363876188,173,87.5,67,50,32,26,0.0,148,75.0
molecular_function,co-occurs_with,genetic_function,0.2278837114572525,1.5506675750423704,218,110.0,60,47,64,49,0.0,165,83.5
biologically_active_substance,complicates,acquired_abnormality,0.811179518699646,6.262115589368716,191,96.5,37,38,68,50,0.0,157,79.5
genetic_function,process_of,mammal,0.8402878046035767,4.383626163076238,156,79.0,64,49,36,9,0.0,128,65.0
organ_or_tissue_function,issue_in,occupation_or_discipline,0.9369735717773438,1.7457850934456047,231,116.5,65,47,118,3,0.0,201,101.5
molecular_biology_research_technique,measures,biologically_active_substance,0.7416252493858337,6.240348656480864,130,66.0,9,48,37,38,0.0,114,58.0
laboratory_procedure,assesses_effect_of,indicator_reagent_or_diagnostic_aid,0.6110861301422119,12.541778302742879,118,60.0,19,53,25,23,0.0,108,55.0
patient_or_disabled_group,issue_in,biomedical_occupation_or_discipline,0.8666303157806396,1.1284948384948386,154,78.0,19,25,110,2,0.0,148,75.0
drug_delivery_device,causes,pathologic_function,0.8708711266517639,13.553555969065254,159,80.5,7,16,77,61,0.0,122,62.0
disease_or_syndrome,associated_with,mental_or_behavioral_dysfunction,0.6227697730064392,1.5026199076121676,275,138.5,79,60,85,53,0.0,194,98.0
laboratory_or_test_result,evaluation_of,mental_or_behavioral_dysfunction,0.7763217687606812,3.9925480160285742,183,92.5,0,47,85,53,0.0,142,72.0
chemical,causes,mental_or_behavioral_dysfunction,0.7123093605041504,13.510292326505153,181,91.5,27,18,85,53,0.0,140,71.0
daily_or_recreational_activity,associated_with,disease_or_syndrome,0.4117831885814667,30.457272846696146,151,76.5,5,9,79,60,0.0,111,56.5
neoplastic_process,occurs_in,disease_or_syndrome,0.4408634305000305,2.027627461201315,277,139.5,80,60,79,60,0.0,200,101.0
professional_or_occupational_group,treats,patient_or_disabled_group,0.10363070666790009,1.9808358308358307,86,44.0,11,33,19,25,0.0,76,39.0
drug_delivery_device,causes,cell_or_molecular_dysfunction,0.788741409778595,14.04642594763792,160,81.0,7,16,79,60,0.0,118,60.0
sign_or_symptom,diagnoses,neoplastic_process,0.6940526366233826,8.5482724231594,167,84.5,4,25,80,60,0.0,130,66.0
eicosanoid,causes,mental_or_behavioral_dysfunction,0.8158469796180725,6.127004737995374,188,95.0,16,36,85,53,0.0,146,74.0
gene_or_genome,part_of,mammal,0.7528995275497437,2.1498811184686524,104,53.0,11,50,36,9,0.0,97,49.5
clinical_attribute,property_of,fungus,0.6679843664169312,4.828130728354936,113,57.5,25,36,27,27,0.0,97,49.5
organism_function,precedes,genetic_function,0.8417176008224487,2.051291413216094,224,113.0,65,48,64,49,0.0,172,87.0
immunologic_factor,issue_in,occupation_or_discipline,0.8233314752578735,2.233423844255926,203,102.5,45,39,118,3,0.0,178,90.0
laboratory_procedure,assesses_effect_of,lipid,0.8072695136070251,19.334678372681488,125,63.5,19,53,18,37,0.0,114,58.0
medical_device,isa,manufactured_object,0.1999255120754242,1.0,45,23.5,8,16,12,11,0.0,45,23.5
anatomical_abnormality,part_of,reptile,0.77518630027771,6.395953465543948,162,82.0,69,51,33,11,0.0,138,70.0
neoplastic_process,occurs_in,group,0.7437847256660461,36.82213991763482,183,92.5,80,60,19,26,0.0,142,72.0
drug_delivery_device,causes,disease_or_syndrome,0.855571985244751,15.34107845375076,160,81.0,7,16,79,60,0.0,120,61.0
professional_society,location_of,educational_activity,0.5353918075561523,4.9490046566627015,38,20.0,2,14,11,13,0.0,37,19.5
molecular_function,process_of,genetic_function,0.6492543816566467,1.5506675750423704,218,110.0,60,47,64,49,0.0,165,83.5
self_help_or_relief_organization,carries_out,molecular_biology_research_technique,0.5652924180030823,18.88978470539387,75,38.5,2,18,9,48,0.0,74,38.0
